id(numero),pergunta,resposa1,resposta2,resposta3,reposta4,resposta certa
137,"No anime Shield Hero (Tate no Yuusha no Nariagari), por que o protagonista Naofumi Iwatani é desprezado e odiado no reino desde o início?","Porque foi invocado como o Herói do Escudo, considerado uma classe inútil e amaldiçoada",Porque destruiu o templo sagrado,Porque é secretamente um rei demónio,Porque roubou a coroa real,"Because foi invocado como o Herói do Escudo, considerado uma classe inútil e amaldiçoada"
138,"No anime de comédia e fantasia That Time I Got Reincarnated as a Slime, qual o nome adotado pelo protagonista lodo?",Rimuru Tempest,Satoru Mikami,Veldora,Benimaru,Rimuru Tempest
139,"No anime Slime (Tensei Shitara Slime Datta Ken), que dragão ancestral concede o apelido de Tempest ao protagonista?",O Dragão da Tempestade Veldora,Bahamut,Tiamat,Shenlong,O Dragão da Tempestade Veldora
140,"No anime de comédia KonoSuba, qual é a classe divina de Aqua antes de ser arrastada para o mundo mortal por Kazuma?",Deusa da Água,Deusa do Fogo,Deusa da Riqueza,Deusa do Tempo,Deusa da Água
141,"No anime Saga of Tanya the Evil (Youjo Senki), o que Tanya Degurechaff era na sua vida anterior antes de reencarnar?",Um assalariado corporativo japonês frio e calculista,Um soldado de infantaria de elite,Um cientista nuclear,Um monge budista,Um assalariado corporativo japonês frio e calculista
142,"No anime de ficção científica e sobrevivência Astra Lost in Space, o que desencadeia a jornada espacial do grupo de estudantes?",Uma esfera de luz misteriosa que os teleporta para o espaço profundo,A destruição total da Terra,Um concurso escolar de viagens espaciais,Um ataque de piratas espaciais,Uma esfera de luz misteriosa que os teleporta para o espaço profundo
143,"No anime de comédia e desporto Sk8 the Infinity, que desporto radical urbano junta Ranga e Reki em corridas secretas na mina?",Skateboarding (Skate de alta velocidade),Patins em linha,BMX radical,Parkour noturno,Skateboarding (Skate de alta velocidade)
144,"No anime de romance e ficção Horimiya, qual o segredo físico que Izumi Miyamura esconde na escola usando roupas compridas e cabelo solto?",Tem o corpo coberto de tatuagens e vários piercings nas orelhas,Tem cicatrizes de queimaduras graves,É secretamente um lutador profissional de boxe,É um modelo famoso de revistas,Tem o corpo coberto de tatuagens e vários piercings nas orelhas
145,"No anime de estúdio MAPPA Chainsaw Man, qual a identidade civil da Mulher Demónio que controla o sangue e se torna parceira de Denji?",Power,Makima,Himeno,Kobeni,Power
146,"No anime Chainsaw Man, qual a fobia ou conceito que dá origem ao demónio mais temido pelos Caçadores de Segurança Pública no início do enredo?",O Demónio da Arma de Fogo (Gun Devil),O Demónio da Escuridão,O Demónio da Morte,O Demónio das Aranhas,O Demónio da Arma de Fogo (Gun Devil)
147,"No anime Cyberpunk: Edgerunners, qual o implante cibernético militar de coluna que David Martinez instala para obter supervelocidade?",Sandevistan,Mantis Blades,Gorilla Arms,Cyberdeck Arasaka,Sandevistan
148,"No anime de espionagem Spy x Family, qual é o codinome de agente secreto usado por Loid Forger na sua organização WISE?",Twilight (Crepúsculo),Thorn Princess,Yor,Frankie,Twilight (Crepúsculo)
149,"No anime Spy x Family, qual a profissão secreta de Yor Forger quando não está a agir como uma mãe comum?",Assassina profissional sob o codinome Thorn Princess,Espia internacional rival,Polícia da polícia secreta,Cientista governamental,Assassina profissional sob o codinome Thorn Princess
150,"No anime de futebol Blue Lock, qual é o nome do excêntrico diretor e criador do projeto revolucionário?",Jinpachi Ego,Anri Teieri,Yoichi Isagi,Meguru Bachira,Jinpachi Ego
151,"No anime Blue Lock, qual a arma desportiva natural e perceção espacial desenvolvida pelo protagonista Yoichi Isagi?",Metavisão e faro de golo absoluto através do espaço livre,Velocidade de sprint imbatível,Remate de trivela de longa distância,Drible elástico imparável,Metavisão e faro de golo absoluto através do espaço livre
152,"No anime Hell's Paradise (Jigokuraku), qual o título do protagonista ninja Gabimaru?","Gabimaru, o Vazio (The Hollow)","Gabimaru, o Chamas","Gabimaru, o Imortal","Gabimaru, o Sombra","Gabimaru, o Vazio (The Hollow)"
153,"No anime Oshi no Ko, qual a cor e formato marcante dos olhos da icónica idol Ai Hoshino e dos seus filhos gémeos?",Olhos com estrelas brilhantes nas pupilas,Olhos completamente vermelhos,Olhos em formato de corações,Olhos dourados felinos,Olhos com estrelas brilhantes nas pupilas
154,"No anime Oshi no Ko, de que famosa e adorada Idol o médico Gorou Amamiya e a sua paciente Sarina são fãs fervorosos antes de reencarnarem?",Ai Hoshino,Kana Arima,Ruby Hoshino,Mem-cho,Ai Hoshino
155,"No anime Solo Leveling, qual é a classificação inicial de caçador (Hunter) atribuída ao protagonista Sung Jinwoo, conhecido como o mais fraco da humanidade?",Classe E (E-Rank),Classe F,Classe D,Classe G,Classe E (E-Rank)
156,"No anime Solo Leveling, que evento trágico num calabouço duplo concede a Sung Jinwoo o sistema de evolução único através de missões diárias?",A Tragédia do Templo de Cartenon (Estátua de Deus),A Invasão dos Orcs de Elite,O Despertar do Dragão Kamish,O Ataque Surpresa na Ilha de Jeju,A Tragédia do Templo de Cartenon (Estátua de Deus)
157,"No anime de fantasia e drama Frieren: Beyond Journey's End, quanto tempo dura a épica jornada inicial do grupo do herói Himmel para derrotar o Rei Demónio antes da história começar?",10 anos,50 anos,1 ano,100 anos,10 anos
158,"No anime Frieren (Sousou no Frieren), que objeto precioso e floral Frieren procura no início da sua nova jornada para homenagear a campa de Himmel?",A flor azul Blue Moon Weed,A Rosa de Cristal,O Lírio do Vale Mágico,A Flor do Sol Dourada,A flor azul Blue Moon Weed
159,"No anime de fantasia e culinária Delicious in Dungeon (Dungeon Meshi), qual a razão principal que leva o grupo de Laios a cozinhar monstros na masmorra?",Ficaram sem dinheiro e provisões e precisam de resgatar a irmã de Laios rapidamente antes que seja digerida por um dragão,Querem abrir um restaurante de luxo na masmorra,Os monstros concedem superpoderes mágicos eternos,É uma missão oficial decretada pelo Rei,Ficaram sem dinheiro e provisões e precisam de resgatar a irmã de Laios rapidamente antes que seja digerida por um dragão
160,"No clássico manga e anime Dragon Ball, qual a raça alienígena guerreira à qual pertencem Goku e Vegeta?",Saiyans,Namekianos,Changelings,Majins,Saiyans
161,"No anime Naruto, qual o nome do mestre pervertido e autor de livros que treina Naruto e lhe ensina a invocar sapos?",Jiraiya,Kakashi Hatake,Iruka Umino,Orochimaru,Jiraiya
162,"No anime Naruto Shippuden, qual é o nome do líder original da Akatsuki que manipula os Seis Caminhos com o Rinnegan?",Pain (Nagato),Itachi Uchiha,Sasori,Deidara,Pain (Nagato)
163,"No anime One Piece, qual é o nome do lendário tesouro deixado pelo Rei dos Piratas, Gol D. Roger, na ilha de Laugh Tale?",One Piece,All Blue,Rio Poneglyph,Will of D,One Piece
164,"No anime One Piece, qual o nome do espadachim de três espadas que ambiciona ser o maior do mundo?",Roronoa Zoro,Vinsmoke Sanji,Dracule Mihawk,Brook,Roronoa Zoro
165,"No anime Bleach, qual é o nome da dimensão espiritual desértica onde vivem os Hollows e os Arrancars?",Hueco Mundo,Soul Society,Seireitei,Karakura Town,Hueco Mundo
166,"No anime Hunter x Hunter, qual o nome da temida e letal família de assassinos profissionais à qual Killia pertence?",Família Zoldyck,Família Freecss,Família Kurta,Phantom Troupe,Família Zoldyck
167,"No anime Fairy Tail, qual o nome do pequeno gato azul voador que acompanha sempre Natsu Dragneel?",Happy,Carla,Panther Lily,Plue,Happy
168,"No anime Fullmetal Alchemist: Brotherhood, qual a lei fundamental e absoluta da alquimia que rege todas as transmutações?",Lei da Troca Equivalente (Equivalent Exchange),Lei da Conservação da Magia,Princípio do Círculo Perfeito,Lei de Newton da Alquimia,Lei da Troca Equivalente (Equivalent Exchange)
169,"No anime My Hero Academia, qual é o nome do herói número 1 do mundo e símbolo da paz que transmite o seu poder One For All para Deku?",All Might,Endeavor,Eraser Head,Bakugo,All Might
170,"No anime Attack on Titan, qual a identidade secreta do Titã Colossal que destrói a muralha Maria no primeiro episódio?",Bertholdt Hoover,Reiner Braun,Eren Jaeger,Armin Arlert,Bertholdt Hoover
171,"No filme clássico de 1988 'Meu Vizinho Totoro' do Studio Ghibli, o que é Totoro na realidade?",Um grande e dócil espírito da floresta,Um urso mutante falante,Uma ilusão gerada pela imaginação das crianças,Um monstro alienígena disfarçado,Um grande e dócil espírito da floresta
172,"No anime de sobrevivência Sword Art Online, qual a consequência real se os pontos de vida (HP) de um jogador chegarem a zero dentro do jogo?",O jogador falece na vida real através de uma descarga do capacete NerveGear,O jogador simplesmente faz respawn na cidade inicial perdendo os itens,O jogo fica bloqueado por uma semana,O jogador perde apenas a conta desportiva,O jogador falece na vida real através de uma descarga do capacete NerveGear
173,"No anime de boxe Hajime no Ippo, qual é a profissão inicial da família de Ippo Makunouchi onde ele trabalha arduamente desenvolvendo os seus músculos lombares?",Negócio familiar de aluguer de barcos de pesca,Padaria local,Oficina mecânica,Loja de conveniência,Negócio familiar de aluguer de barcos de pesca
174,"No anime Tokyo Ghoul, qual o nome da cafetaria gerida por ghouls pacíficos que serve de refúgio inicial para Ken Kaneki?",Anteiku,Helter Skelter,Aogiri,Hyakuya,Anteiku
175,"No anime JoJo's Bizarre Adventure Part 3, qual o nome do terrível e vampírico antagonista que manipula o tempo com o seu Stand 'The World'?",DIO (Dio Brando),Kars,Yoshikage Kira,Diavolo,DIO (Dio Brando)
176,"No anime Nanatsu no Taizai, qual o pecado capital atribuído ao gigante orgulhoso Escanor, cujo poder aumenta imensamente com o nascer do sol?",Pecado do Orgulho do Leão,Pecado da Ira do Dragão,Pecado da Ganância da Raposa,Pecado da Inveja da Serpente,Pecado do Orgulho do Leão
177,"No anime Black Clover, qual a criatura ou entidade que reside dentro do grimório de cinco folhas de Asta?",Um Demónio (Liebe),Um Anjo Real,Um Elfo Ancestral,O Espírito do Fogo,Um Demónio (Liebe)
178,"No anime Dr. Stone, qual a primeira invenção industrial complexa que Senku reconstrói na Idade da Pedra para criar antibióticos?",Sulfa (Medicamento à base de sulfonamida),Lâmpada elétrica,Telemóvel sem fios,Automóvel a vapor,Sulfa (Medicamento à base de sulfonamida)
179,"No anime Assassination Classroom, que corpo celeste Koro-sensei afirma ter destruído permanentemente deixando-o em formato de quarto crescente?",A Lua,Marte,Vénus,Um grande asteroide,A Lua
180,"No anime Berserk, qual o nome da organização mercenária de elite liderada por Griffith à qual Guts se junta?",Bando do Falcão (Band of the Hawk),Cavaleiros Negros,Guerreiros de Midland,Exército de Ferro,Bando do Falcão (Band of the Hawk)
181,"No anime Jujutsu Kaisen, de que cor é a energia de energia amaldiçoada padrão emanada pelos feiticeiros nas lutas?",Azul / Azul esverdeado,Vermelho vivo,Roxo escuro,Dourado,Azul / Azul esverdeado
182,"No anime Yu-Gi-Oh!, quais são os nomes das três cartas de Deuses Egípcios lendários?","Slifer o Dragão dos Céus, Obelisco o Atormentador e O Dragão Alado de Rá","Dragão Branco, Mago Negro e Exodia","Rei Demoníaco, Titã de Pedra e Fénix","Urano, Neptuno e Plutão","Slifer o Dragão dos Céus, Obelisco o Atormentador e O Dragão Alado de Rá"
183,"No filme Akira (1988), qual o nome da mega metrópole futurista construída após a destruição de Tóquio na Terceira Guerra Mundial?",Neo-Tokyo,Night City,Metropolis,Cenotaph,Neo-Tokyo
184,"No anime Digimon Adventure, qual o emblema ou virtude sagrada que brilha no digivice do protagonista Tai Kamiya?",Emblema da Coragem,Emblema da Amizade,Emblema do Amor,Emblema do Conhecimento,Emblema da Coragem
185,"No anime Cowboy Bebop, qual a icónica frase filosófica exibida nos cartões finais de quase todos os episódios?",See You Space Cowboy...,You're Gonna Carry That Weight.,The End of the Dream.,Ride on Shooting Star.,See You Space Cowboy...
186,"No anime Vinland Saga, qual o império ou povo guerreiro cujas invasões na Grã-Bretanha movem o enredo histórico?",Vikings / Dinamarqueses,Romanos,Celtas,Saxões,Vikings / Dinamarqueses
187,"No anime Gintama, de que doce ou iguaria o protagonista samurai Gintoki Sakata é completamente viciado correndo o risco de contrair diabetes?",Doces em geral e Parfait de chocolate,Ramen picante,Sushi de salmão,Arroz com caril,Doces em geral e Parfait de chocolate
188,"No anime One Piece, como se chama o navio atual dos Piratas do Chapéu de Palha após o Going Merry?",Thousand Sunny,Oro Jackson,Red Force,Moby Dick,Thousand Sunny
189,"No anime Naruto, qual o nome do demónio de cauda (Bijuu) selado dentro de Gaara?",Shukaku (Uma Cauda),Kurama,Matatabi,Isobu,Shukaku (Uma Cauda)
190,"No anime My Hero Academia, qual o nome verdadeiro do herói profissional Deku?",Izuku Midoriya,Katsuki Bakugo,Shoto Todoroki,Tenya Iida,Izuku Midoriya
191,"No anime Hunter x Hunter, qual o nome do melhor amigo de Gon Freecss que usa eletricidade?",Killua Zoldyck,Kurapika,Leorio,Hisoka,Killua Zoldyck
192,"No anime Demon Slayer, qual o Pilar das Chamas que protagoniza o filme e arco do Comboio Infinito?",Kyojuro Rengoku,Giyu Tomioka,Shinobu Kocho,Sanemi Shinazugawa,Kyojuro Rengoku
193,"No anime Jujutsu Kaisen, quem é o vilão ancestral conhecido como o Rei das Maldições?",Ryomen Sukuna,Mahito,Kenjaku,Jogo,Ryomen Sukuna
194,"No anime Bleach, qual o nome do protagonista de cabelos cor de laranja que se torna Shinigami?",Ichigo Kurosaki,Uryu Ishida,Yasutora Sado,Renji Abarai,Ichigo Kurosaki
195,"No anime Attack on Titan, qual o nome do protagonista que jura exterminar todos os Titãs?",Eren Jaeger,Armin Arlert,Mikasa Ackerman,Levi Ackerman,Eren Jaeger
196,"No universo de Dragon Ball Z, qual a transformação lendária que Goku alcança pela primeira vez contra Frieza em Namek?",Super Saiyan (Super Saiyajin),Super Saiyan 2,Super Saiyan 3,Super Saiyan Deus,Super Saiyan (Super Saiyajin)
197,"No anime Death Note, qual o nome verdadeiro do brilhante jovem que usa o codinome Kira?",Light Yagami,L Lawliet,Misa Amane,Teru Mikami,Light Yagami
198,"No anime Fairy Tail, qual o nome da maga dos espíritos celestiais que usa chaves douradas?",Lucy Heartfilia,Erza Scarlet,Wendy Marvell,Juvia Lockser,Lucy Heartfilia
199,"No anime Haikyuu!!, qual a alcunha da dupla imbatível formada por Hinata e Kageyama?",A Dupla Incomum da Karasuno,Os Reis da Quadra,Os Corvos Voadores,Os Pequenos Gigantes,A Dupla Incomum da Karasuno
200,"No anime Fullmetal Alchemist, qual o nome do irmão mais novo de Edward Elric que tem a alma presa numa armadura?",Alphonse Elric,Van Hohenheim,Roy Mustang,Maes Hughes,Alphonse Elric
