id(numero),pergunta,resposa1,resposta2,resposta3,reposta4,resposta certa
187,Que treinador levou a seleção da Argentina a conquistar a Copa América de 2021 e o Mundial de 2022?,Jorge Sampaoli,Lionel Scaloni,Diego Simeone,Marcelo Bielsa,Lionel Scaloni
188,Quem é o maior marcador da história da seleção de Inglaterra?,Wayne Rooney,Harry Kane,Bobby Charlton,Gary Lineker,Harry Kane
189,Qual seleção asiática eliminou a Alemanha na fase de grupos do Mundial de 2018 com uma vitória por 2-0?,Japão,Coreia do Sul,Arábia Saudita,Irão,Coreia do Sul
190,Que país venceu o torneio de futebol masculino nos Jogos Olímpicos do Rio 2016 e Tóquio 2020?,Argentina,Brasil,Alemanha,Espanha,Brasil
191,Qual a nacionalidade do prestigiado árbitro de futebol Pierluigi Collina?,Espanhola,Francesca,Italiana,Inglesa,Italiana
192,Quem foi eleito o Golden Boy (Melhor jogador jovem da Europa) em 2023?,Jude Bellingham,Jamal Musiala,Gavi,Alejandro Balde,Jude Bellingham
193,Que país africano organizou o CAN em 2024 e viu a sua própria seleção (Costa do Marfim) sagrar-se campeã?,Marrocos,Costa do Marfim,Camarões,Egito,Costa do Marfim
194,"Quantos golos marcou Cristiano Ronaldo no Euro 2020, sendo o melhor marcador do torneio (empatado com Schick)?",4,5,6,7,5
195,"Qual o nome do mítico estádio localizado em Milão, partilhado por AC Milan e Inter?",San Siro (ou Giuseppe Meazza),Allianz Stadium,Stadio Olimpico,Marassi,San Siro (ou Giuseppe Meazza)
196,"Que equipa norte-americana de futebol ficou famosa nos anos 70 por contratar Pelé, Beckenbauer e Chinaglia?",LA Galaxy,New York Cosmos,Miami Fusion,D.C. United,New York Cosmos
197,Qual o nome da competição bienal de seleções criada pela UEFA para substituir os jogos amigáveis?,Liga das Nações da UEFA,Eurocopa Pro,Taça das Regiões,Supertaça de Nações,Liga das Nações da UEFA
198,Quem marcou o golo da vitória da Itália na final do Euro 1968?,Luigi Riva,Pietro Anastasi,Giacinto Facchetti,Gianni Rivera,Pietro Anastasi
199,Qual foi a primeira seleção fora da Europa e da América do Sul a subir ao pódio de uma Taça das Confederações da FIFA?,Maroços,Estados Unidos,Japão,Austrália,Japão
200,"Quem venceu a Bola de Ouro em 2005, consolidando-se como o melhor do mundo com exibições memoráveis no Barcelona?",Zinedine Zidane,Thierry Henry,Ronaldinho Gaúcho,Frank Lampard,Ronaldinho Gaúcho
